14;12;1;0;Золотое Молитвенное Колесо с Бриллиантами;ЗОЛОТОЕ МОЛИТВЕННОЕ КОЛЕСО С БРИЛЛИАНТАМИ;Zolotoe-Molitvennoe-Koleso-s-Brilliantami;n_cL9_7LaMs.jpg;none;none;none;0;0;0;M2018-03;не указано;не указано;не указано;Севастопольская;,МОЛИТВЕННЫЕ БАРАБАНЫ;<p>Легко получить благословение, когда у вас есть молитвенное колесо! При повороте Молитвенного Колеса генерируется благословения распевающейся Мантры миллионы раз!</p><p>Данное Молитвенное Колесо заполнено тысячами ОМАНИ Мантр, а так же сердечной Мантрой Авалокитешвары (воплощения всех Будд Сострадания).<br></p><p>Вращайте Молитвенное Колесо, ежедневно получая светлые Лучи и благословение для решения любых Ваших проблем!<br></p><p><b>? Золотое Молитвенное Колесо может быть размещено в любом месте Вашего дома, но всегда в уважительном месте по отношению к Земле!</b><br></p>;;Золотое Молитвенное Колесо с Бриллиантами;Золотое Молитвенное Колесо с Бриллиантами;2780;2580;2;0;42;0;f;f;f;t;<null>;<null>;<null>;<null>;2018-08-01 19:03:46.254819;2018-08-01 19:03:46.254819
15;12;1;0;Золотая Тыква Ву Лу с Гарудой;ЗОЛОТАЯ ТЫКВА ВУ ЛУ С ГАРУДОЙ;Zolotaya-Tykva-Vu-Lu-s-Garudoj;vjw-w0BQWCA.jpg;none;none;none;80;90;160;M-2018;не указано;<null>;Металл;<null>;ТЫКВЫ ВУ ЛУ;"<p>В 2018 году Звезда Сокращающей Энергии #2 летит на Запад, затрагивая младших членов семьи и тех, кто родился в год Петуха; а так же всех тех, у кого спальня расположена на Западе дома.</p><p>Тыква Ву Лу с великолепной Гарудой подавляет всю негативную энергию Звезды #2, а так же негатив от всех остальных годовых ""негативных"" Звезд. Драгоценные камни на данной Тыкве Ву Лу символизируют «Ценности, исполняющие пожелания», которые дает нам Будда Медицины.<br></p><p><b>? Поместите эту Золотую Тыкву Ву Лу с мощным изображением Гаруды на Западе Вашего дома, чтобы подавить весь негатив и не испытывать сокращение энергии!</b><br></p>";;Золотая Тыква Ву Лу с Гарудой;Золотая Тыква Ву Лу с Гарудой;3280;2980;2;10;51;0;t;f;f;t;<null>;<null>;<null>;<null>;2018-08-01 19:06:58.098584;2018-08-01 19:06:58.098584
16;6;0;0;Защитное Зеркало 8 Хум - мощная защита с восьми сторон;ЗАЩИТНОЕ ЗЕРКАЛО 8 ХУМ - МОЩНАЯ ЗАЩИТА С ВОСЬМИ СТОРОН;Zashhitnoe-Zerkalo-8-Hum---moshhnaya-zashhita-s-vosmi-storon;_mpz33ddf10.jpg;none;none;none;80;60;153;M-2018-4;не указано;<null>;Металл;<null>;ЗЕРКАЛА ФЭН-ШУЙ;"<p>Зеркало с Защитой от 8 Хумов (негативных направлений) оберегает Вас от различных огорчений, которые приходят от 8 направлений в различные времена года.&nbsp;</p><p>Данное Зеркало идеально подойдет, если у вас сложный коллектив и есть сотрудники с негативной энергией.<br></p><p><b>? Поместите это Зеркало на Ваш рабочий стол для Защиты от злых начальников и коллег. Так же вы можете поместить данной Зеркало в центре Вашего Дома, чтобы защитить его от людей с плохими намерениями и иных опасностей!&nbsp;</b><br></p>";;Защитное Зеркало 8 Хум - мощная защита с восьми сторон;Защитное Зеркало 8 Хум - мощная защита с восьми сторон;2180;1980;2;10;57;0;t;f;f;f;<null>;<null>;<null>;<null>;2018-08-01 21:11:36.161078;2018-08-01 21:11:36.161078
17;6;0;0;Зеркало Божества Чунди с Защитными Мантрами от споров и судов;ЗЕРКАЛО БОЖЕСТВА ЧУНДИ С ЗАЩИТНЫМИ МАНТРАМИ ОТ СПОРОВ И СУДОВ;Zerkalo-Bozhestva-Chundi-s-Zashhitnymi-Mantrami-ot-sporov-i-sudov;Zerkalo_2.jpg;zerkalo-2.jpg;none;none;0;0;0;DJX-8095;не указано;не указано;не указано;Севастопольская;ЗЕРКАЛА ФЭН-ШУЙ;<p>Это Великолепное зеркало с изображением восьмирукой Богиней Чунди и защитными Мантрами - мощная Защита от споров, всех судебных вопросов, бед и неприятностей.</p><p>Мать Будд, Бодхисаттва Чунди является существом очень высокого духовного уровня. Она является мощной манифестацией Будды, исполняющей любые желания.<br></p><p><b>? Данное Зеркало можно размещать в любом месте Вашего дома, но место должно быть светлым, чистым и почитаемым - для проявления уважения к Богине Чунди.</b><br></p>;;Зеркало Божества Чунди - с Защитными Мантрами от споров и судов;Зеркало Божества Чунди - с Защитными Мантрами от споров и судов;1690;1490;2;0;56;0;f;f;t;t;<null>;<null>;<null>;<null>;2018-08-01 21:13:57.254811;2018-08-01 21:13:57.254811
19;4;1;0;Богиня Милосердия Гуан Инь с Гарудой;БОГИНЯ МИЛОСЕРДИЯ ГУАН ИНЬ С ГАРУДОЙ;Boginya-Miloserdiya-Guan-In-s-Garudoj;jeHoh4YYgLI.jpg;none;none;none;0;0;0;M-12;не указано;<null>;не указано;<null>;БОГИНИ ФЭН-ШУЙ;<p>Куан Инь, известная как Богиня Милосердия - это Будда Сострадания. Она защищает Вас от всех опасностей. Гаруда - мифическая птица, которая полностью подчиняет недуги и болезни.</p><p>В 2018 году звезда болезни № 2 улетает на Запад, затрагивая тех, кто родился в год Петуха. Особенно советуем всем тем, кто обладает слабой энергией здоровья!<br></p><p><b>? Поместите эту Богиню на Западе Вашего дома (лучше всего в спальнях) в 2018 году для защиты и исцеления от недугов!</b><br></p>;;Богиня Милосердия Гуан Инь с Гарудой;Богиня Милосердия Гуан Инь с Гарудой;2590;2360;2;0;65;0;f;f;f;t;<null>;<null>;<null>;<null>;2018-08-01 21:19:25.051688;2018-08-01 21:19:25.051688
20;12;0;0;Голубая Гора со Слоном и Носорогом - Мощная Защита от ограблений;ГОЛУБАЯ ГОРА СО СЛОНОМ И НОСОРОГОМ - МОЩНАЯ ЗАЩИТА ОТ ОГРАБЛЕНИЙ;Golubaya-Gora-so-Slonom-i-Nosorogom---Moshhnaya-Zashhita-ot-ograblenij;cErolp2nDFI.jpg;none;none;none;200;150;160;M-8909;не указано;<null>;не указано;<null>;СТАТУЭТКИ ФЭН-ШУЙ;"<p>Это мощное средство предназначено для защиты от негативной энергии, приносимой Звездой #7 Ограбления&nbsp; в 2018 году. Гора содержит мощные секретные мантры и изображение Голубого Носорога и Слона, чтобы защитить ваш дом от краж и ограблений!</p><p>В 2018 году ежегодная Звезда #7 грабежа летит на Восток, особенно сильно касаясь старших детей (сына) и тех, кто родился в год Кролика.&nbsp;<br></p><p><b>? Поместите эту Гору на востоке вашего дома!&nbsp;</b><br></p>";;Голубая Гора со Слоном и Носорогом - Мощная Защита от ограблений;Голубая Гора со Слоном и Носорогом - Мощная Защита от ограблений;2030;1890;2;0;43;0;f;f;f;f;<null>;<null>;<null>;<null>;2018-08-01 21:20:25.786807;2018-08-01 21:20:25.786807
21;6;0;0;"Тарелка декоративная ""Лотос"" подвесная";"ТАРЕЛКА ДЕКОРАТИВНАЯ ""ЛОТОС"" ПОДВЕСНАЯ";"Tarelka-dekorativnaya-""Lotos""-podvesnaya";тарелка-4.jpg;none;none;none;20;20;4;2381;не указано;<null>;Керамика;<null>;ПАННО;"Тарелка декоративная ""Лотос"" подвесная керамическая подвесная является мощной защитой в бизнесе";;"Тарелка декоративная ""Лотос"" подвесная";"Тарелка декоративная ""Лотос"" подвесная";418;320;10;20;24;10;t;f;f;t;<null>;<null>;<null>;<null>;2018-08-02 10:16:46.098755;2018-08-02 10:16:46.098755
22;6;0;0;"Тарелка декоративная ""Ом"" подвесная";"ТАРЕЛКА ДЕКОРАТИВНАЯ ""ОМ"" ПОДВЕСНАЯ";Tarelka-dekorativnaya-Om-podvesnaya;тарелка-3.jpg;none;none;none;20;20;4;M-8923;не указано;<null>;Керамика;<null>;ПАННО;"<p>Тарелка декоративная ""Ом"" - мощный защитный талисман</p>";;"Тарелка декоративная ""Ом"" подвесная";"Тарелка декоративная ""Ом"" подвесная";418;320;10;20;44;10;t;f;f;t;<null>;<null>;<null>;<null>;2018-08-02 10:23:02.895780;2018-08-02 10:23:02.895780
23;6;0;0;"Тарелка декоративная ""Зеленая Тара""";"ТАРЕЛКА ДЕКОРАТИВНАЯ ""ЗЕЛЕНАЯ ТАРА""";"Tarelka-dekorativnaya-""Zelenaya-Tara""";тарелка-2.jpg;none;none;none;20;20;4;M-8456;не указано;<null>;Керамика;<null>;ПАННО;; ;"Тарелка декоративная ""Зеленая Тара""";"Тарелка декоративная ""Зеленая Тара""";418;320;2;20;28;<null>;t;f;f;t;<null>;<null>;<null>;<null>;2018-08-02 10:34:48.051667;2018-08-02 10:34:48.051667
24;6;0;0;"Тарелка декоративная ""Белая Тара""";"ТАРЕЛКА ДЕКОРАТИВНАЯ ""БЕЛАЯ ТАРА""";"Tarelka-dekorativnaya-""Belaya-Tara""";тарелка-1.jpg;none;none;none;20;20;4;M-2332;не указано;не указано;Керамика;Севастопольская;ТАРЕЛКИ ПАННО;;;"Тарелка декоративная ""Белая Тара""";"Тарелка декоративная ""Белая Тара""";418;320;10;0;29;10;f;f;f;t;<null>;<null>;<null>;<null>;2018-08-02 10:42:39.551702;2018-08-02 10:42:39.551702
25;6;0;0;"Тарелка декоративная ""Калачакра"" подвесная";"ТАРЕЛКА ДЕКОРАТИВНАЯ ""КАЛАЧАКРА"" ПОДВЕСНАЯ";"Tarelka-dekorativnaya-""Kalachakra""-podvesnaya";тарелка-6.jpg;none;none;none;20;20;4;M-2385;не указано;<null>;Керамика;<null>;ПАННО;;;"Тарелка декоративная ""Калачакра"" подвесная";"Тарелка декоративная ""Калачакра"" подвесная";418;320;10;20;26;10;t;f;f;t;<null>;<null>;<null>;<null>;2018-08-02 10:56:22.161315;2018-08-02 10:56:22.161315
28;2;0;0;Кольцо 21 Тары с Защитными Мантрами;КОЛЬЦО 21 ТАРЫ С ЗАЩИТНЫМИ МАНТРАМИ;Kolco-21-Tary-s-Zashhitnymi-Mantrami;34NQ-KeLQVs.jpg;none;none;none;0;0;0;218976;не указано;<null>;не указано;<null>;КОЛЬЦА ФЭН-ШУЙ;"<p>21 Циркон посередине представляют 21 Тару, а 7 Больших Цветных камней представляют 7 различных цветов Тары! На внутренней стороне кольца находится мантра Тары «Om Tare Tuttare Ture Soha».&nbsp;</p><p>Выгравированная надпись расположена так, чтобы касается вашей кожи и приносить Вам Защитную энергию Богини Тары, сохраняя вас в безопасности во время любых ваших поездок!<br></p><p><b>? Носите данное кольцо в любых путешествиях и поездках!</b><br></p>";;Кольцо 21 Тары с Защитными Мантрами;Кольцо 21 Тары с Защитными Мантрами;560;498;2;0;61;0;f;f;f;f;<null>;<null>;<null>;<null>;2018-08-02 21:43:41.693011;2018-08-02 21:43:41.693011
29;2;0;0;"Амулет-Брелок ""10 Хум с Магических Слогом""";"АМУЛЕТ-БРЕЛОК ""10 ХУМ С МАГИЧЕСКИХ СЛОГОМ""";Amulet-Brelok-10-Hum-s-Magicheskih-Slogom;large_4279_002013600160.jpg;none;none;none;0;0;0;000217;не указано;<null>;не указано;<null>;АМУЛЕТЫ - БРЕЛОКИ;<p>Отличный и яркий защитный амулет, который обеспечивает сильную защиту от агрессии и нападков, а так же негатива со стороны других людей. Этот драгоценный амулет, украшенный Десятью Хумами и Магическим слогом, защищающим Вас от вреда в течении ежедневных поездок и нейтрализует все негативные энергии!</p><p><b>? Данный Амулет-Брелок рекомендуется носить всегда с собой!</b><br></p>;;"Амулет-Брелок ""10 Хум с Магических Слогом""";"Амулет-Брелок ""10 Хум с Магических Слогом""";398;358;3;0;45;0;f;f;f;f;<null>;<null>;<null>;<null>;2018-08-02 21:45:44.020450;2018-08-02 21:45:44.020450
30;2;0;0;"Амулет-Брелок ""Золотая Пагода Пяти Элементов""";"АМУЛЕТ-БРЕЛОК ""ЗОЛОТАЯ ПАГОДА ПЯТИ ЭЛЕМЕНТОВ""";Amulet-Brelok-Zolotaya-Pagoda-Pyati-Jelementov;vNq5IESaDdE.jpg;none;none;none;0;0;0;000247;не указано;<null>;не указано;<null>;АМУЛЕТЫ - БРЕЛОКИ;"<p>Это - брелок ""Золотая Пагода Пяти Элементов"", увенчанная драгоценным солнцем и вытекающая из воды. Предназначена для сдерживания и подавления негативной энергии Пятой Желтой звезды (Ву Ванг).&nbsp;</p><p>В 2018 году Пятая Желтая Звезда летит на север, что может вызвать серьезные несчастья, неудачи и опасность.<br></p><p>Основание этого брелка имеет мощный Двойной Дордже, а семенной слог Хум выгравирован с четырех сторон пагоды, чтобы рассеять все темные силы, парящие рядом с Ву Вангом.<br></p><p>Императивный амулет для всех тех, кто родился в год Крысы, а также всех, кто страдает от последствий 5ой Звезды, проживая в доме, выходящем на север, или проводит много времени в северном секторе.<br></p><p><b>? Носите этот брелок в 2018 году при нахождении в Северной части Вашего дома и при любых других работах в Северной стороне!</b><br></p>";;"Амулет-Брелок ""Золотая Пагода Пяти Элементов""";"Амулет-Брелок ""Золотая Пагода Пяти Элементов""";468;398;2;0;42;0;f;f;f;f;<null>;<null>;<null>;<null>;2018-08-02 21:47:15.067410;2018-08-02 21:47:15.067410
31;2;1;0;" Амулет - Брелок ""Мистическое Зеркало""";" АМУЛЕТ - БРЕЛОК ""МИСТИЧЕСКОЕ ЗЕРКАЛО""";"-Amulet---Brelok-""Misticheskoe-Zerkalo""";3.jpg;33.jpg;none;none;0;0;0;000045 #1;не указано;<null>;не указано;<null>;АМУЛЕТЫ - БРЕЛОКИ;<p>Это специальное Мистическое Зеркало поглощает энергию отрицательной звезду Инь-Хауса, которая вызывает депрессию и пагубные болезни, и превращает энергию Ян.</p><p><b>? Поместите это Мистическое Зеркало в на Юго-Западе Вашего дома в 2018 году!</b><br></p>;;" Амулет - Брелок ""Мистическое Зеркало""";" Амулет - Брелок ""Мистическое Зеркало""";428;378;2;0;77;0;f;f;f;t;<null>;<null>;<null>;<null>;2018-08-02 21:54:58.098583;2018-08-02 21:54:58.098583
32;2;1;0;Амулет-Брелок с Мощной Защитой от Краж;АМУЛЕТ-БРЕЛОК С МОЩНОЙ ЗАЩИТОЙ ОТ КРАЖ;Amulet-Brelok-s-Moshhnoj-Zashhitoj-ot-Krazh;gOKnOdyGFzg.jpg;none;none;none;0;0;0;000231;не указано;<null>;не указано;<null>;АМУЛЕТЫ - БРЕЛОКИ;<p>Данный Амулет-Брелок предназначен для защиты от негативной энергии, принесенной Звездой Краж и Ограблений #7 в 2018 году!</p><p>Мощный слон и рогатый Носорог эффективно помогают бороться с вредной энергией Звезды Ограблений. В 2018 году эта звезда особенно сильно затрагивает старших детей и тех, кто родился в год Кролика.<br></p><p><b>? Данный амулет рекомендуем носить в течении всего дня, а ночью оставлять в спальне или гостиной! Особенно советуем всем супружеским парам и тем, кто родится в год Кролика, а так же старшим детям в 2018 году!</b><br></p>;;Амулет-Брелок с Мощной Защитой от Краж;Амулет-Брелок с Мощной Защитой от Краж;468;398;2;0;42;0;f;f;t;t;<null>;<null>;<null>;<null>;2018-08-02 21:58:51.223610;2018-08-02 21:58:51.223610
33;2;0;0;"Амулет - Брелок ""Пара Красных Собачек Фу""";"АМУЛЕТ - БРЕЛОК ""ПАРА КРАСНЫХ СОБАЧЕК ФУ""";Amulet---Brelok-Para-Krasnyh-Sobachek-Fu;large_4404_002013600194.jpg;none;none;none;0;0;0;000266;не указано;<null>;не указано;<null>;АМУЛЕТЫ - БРЕЛОКИ;"<p>Графики звезд указывают на то, что в 2018 году будут долгие продолжающиеся конфликты и возникающая дисгармония, поэтому крайне важно подчинить энергию негативных, ""<span style=""font-family: arial, sans-serif; white-space: nowrap;"">сварливых""</span>&nbsp;звезд, особенно Звезды #3! Эта восхитительная пара Красных Собачек Фу развеет спорную негативную энергию, поднимет уровень дружелюбия и понимания во всех ваших отношениях и сделает их гармоничными! Амулет остановит злобу других людей и поможет Вам поддерживать хорошее настроение!&nbsp;</p><p><b>? Данный Амулет - Брелок ""Красные Собачки Фу"" рекомендуется носить с собой регулярно в течении всего года!</b><br></p>";;"Амулет - Брелок ""Пара Красных Собачек Фу""";"Амулет - Брелок ""Пара Красных Собачек Фу""";430;387;2;0;47;0;f;f;f;f;<null>;<null>;<null>;<null>;2018-08-02 22:16:19.505144;2018-08-02 22:16:19.505144
